# 5.253.67.0/24 was AS29066
5.255.57.0/24 AS199242 # was AS213301
5.255.61.0/24 AS199242 # was AS213301
5.255.62.0/23 AS199242 # was AS213301
# 6.2.100.0/22 was AS668
# 6.2.108.0/22 was AS668
# 6.2.116.0/22 was AS668
# 6.2.124.0/22 was AS668
6.16.51.0/24 AS367 # was AS749
6.16.90.0/24 AS1540 # was unassigned
# 6.48.80.0/20 was AS367
# 6.48.112.0/20 was AS367
# 6.48.128.0/20 was AS367
# 6.48.176.0/20 was AS367
# 6.48.240.0/20 was AS367
# 6.49.8.0/21 was AS367
# 6.49.16.0/20 was AS367
# 6.49.32.0/19 was AS367
# 6.49.96.0/20 was AS367
# 6.49.128.0/20 was AS367
# 6.49.192.0/19 was AS367
# 6.50.0.0/20 was AS367
# 6.50.28.0/22 was AS367
# 6.50.192.0/20 was AS367
# 6.50.224.0/19 was AS367
# 6.51.80.0/20 was AS367
# 6.51.192.0/22 was AS367
# 6.51.200.0/21 was AS367
# 6.51.252.0/24 was AS367
6.148.34.0/24 AS367 # was AS749
6.148.48.0/23 AS367 # was AS749
6.148.112.0/24 AS367 # was AS749
8.2.224.0/24 AS3356 # was AS399573
8.3.29.0/24 AS3356 # was AS20473
8.3.254.0/24 AS3356 # was AS22116
8.6.8.0/24 AS3356 # was AS20473
8.6.84.0/24 AS19188 # was AS3356
8.6.193.0/24 AS3356 # was AS20473
8.7.96.0/21 AS3356 # was AS13649
8.8.30.0/24 AS402183 # was AS3356
8.8.227.0/24 AS26845 # was AS3356
8.8.236.0/23 AS3356 # was AS11167
8.9.3.0/24 AS3356 # was AS20473
8.9.4.0/23 AS3356 # was AS20473
8.9.6.0/24 AS3356 # was AS20473
8.9.8.0/24 AS3356 # was AS20473
8.9.11.0/24 AS3356 # was AS20473
8.9.15.0/24 AS3356 # was AS20473
8.9.30.0/23 AS3356 # was AS20473
8.9.36.0/23 AS3356 # was AS20473
8.10.32.0/24 AS3356 # was AS14127
8.10.149.0/24 AS26959 # was AS6461
8.12.16.0/23 AS3356 # was AS20473
8.12.18.0/24 AS3356 # was AS20473
8.12.22.0/24 AS3356 # was AS20473
8.12.64.0/24 AS402287 # was AS3356
8.12.79.0/24 AS31874 # was AS203
8.14.1.0/24 AS3356 # was AS7287
8.14.2.0/23 AS3356 # was AS7287
8.14.4.0/22 AS3356 # was AS7287
8.14.16.0/20 AS3356 # was AS7287
8.17.67.0/24 AS3356 # was AS396246
8.20.65.0/24 AS18756 # was AS3356
8.20.69.0/24 AS203 # was AS36317
8.21.104.0/23 AS2731 # was AS4922
8.21.120.0/22 AS2731 # was AS4922
8.21.124.0/23 AS2731 # was AS4922
8.24.240.0/24 AS3356 # was AS53690
8.26.160.0/24 AS3356 # was AS53524
8.28.34.0/23 AS395783 # was AS3356
8.29.92.0/23 AS3356 # was AS32208
8.30.203.0/24 AS3356 # was AS22064
8.33.249.0/24 AS40614 # was AS3356
8.35.51.0/24 AS3356 # was AS33054
8.36.7.0/24 AS3356 # was AS395689
8.36.41.0/24 AS36444 # was AS19905
8.38.73.0/24 AS3356 # was AS46639
8.38.229.0/24 AS59241 # was AS3356
8.39.30.0/24 AS3356 # was AS396246
8.39.100.0/23 AS3356 # was AS22928
8.39.161.0/24 AS55155 # was AS203
8.40.192.0/23 AS35986 # was AS3356
8.41.108.0/24 AS3356 # was AS395547
8.42.163.0/24 AS3356 # was AS18872
8.42.201.0/24 AS3356 # was AS23296
8.44.139.0/24 AS26959 # was AS6461
8.44.246.0/24 AS3356 # was AS397015
8.45.163.0/24 AS3356 # was AS395290
8.46.247.0/24 AS3356 # was AS399734
8.225.186.0/23 AS3356 # was AS46404
8.225.203.0/24 AS3356 # was AS46404
8.225.240.0/22 AS2731 # was AS4922
8.242.22.0/24 AS138915 # was AS3356
8.243.181.0/24 AS3356 # was AS273237
8.243.182.0/24 AS3356 # was AS273237
9.129.0.0/16 AS8075 # was unassigned
9.130.0.0/15 AS8075 # was unassigned
9.132.0.0/15 AS8075 # was unassigned
9.134.88.0/22 AS19901 # was unassigned
9.134.200.0/22 AS19901 # was unassigned
9.136.0.0/16 AS8075 # was unassigned
# 9.137.128.0/17 was AS7029
9.139.240.0/20 AS19901 # was unassigned
# 9.153.0.0/16 was AS7029
# 9.171.0.0/16 was AS7029
9.196.136.0/22 AS19901 # was unassigned
